Indicator,Month,Facility,Total_Visits,Monthly_Expenditure_USD,Cost_Per_ANC_Visit
fbfJHSPpUQD,202512,Q8oWscr9rlQ,35,1856.68,53.05
fbfJHSPpUQD,202509,tt9XZYR5avl,6,2205.1,367.52
fbfJHSPpUQD,202506,Gtnbmf4LkOz,16,1933.65,120.85
fbfJHSPpUQD,202511,xa4F6gesVJm,16,2191.89,136.99
fbfJHSPpUQD,202508,FwKJ7gYEv8U,7,1379.16,197.02
fbfJHSPpUQD,202604,Eyqyhztf8G1,7,1484.32,212.05
fbfJHSPpUQD,202601,OZ1olxsTyNa,7,2679.71,382.82
fbfJHSPpUQD,202602,J42QfNe0GJZ,29,2618.84,90.3
fbfJHSPpUQD,202510,CvBAqD6RzLZ,20,1012.45,50.62
fbfJHSPpUQD,202507,WT6JLfyR9lL,7,1433.45,204.78
fbfJHSPpUQD,202604,FbD5Z8z22Yb,10,2211.36,221.14
fbfJHSPpUQD,202601,hTGeTrwzrPi,22,1441.62,65.53
fbfJHSPpUQD,202508,xQIU41mR69s,7,1517.17,216.74
fbfJHSPpUQD,202509,MiYhwDprCCA,50,2531.84,50.64
fbfJHSPpUQD,202509,oRncQGhLYNE,29,893.21,30.8
fbfJHSPpUQD,202510,UqHuR4IYvTY,29,962.99,33.21
fbfJHSPpUQD,202602,SFQblJrFblm,6,827.02,137.84
fbfJHSPpUQD,202506,Q2USZSJmcNK,33,2381.69,72.17
fbfJHSPpUQD,202511,PaNv9VyD06n,27,2203.37,81.61
fbfJHSPpUQD,202505,azRICFoILuh,12,1822.69,151.89
fbfJHSPpUQD,202505,BDBXHeASwHl,33,703.9,21.33
fbfJHSPpUQD,202509,v0dXACseLuB,14,881.21,62.94
fbfJHSPpUQD,202601,y77LiPqLMoq,9,1718.65,190.96
fbfJHSPpUQD,202511,Mod8hYpQ3Ma,11,704.58,64.05
fbfJHSPpUQD,202601,pUZIL5xBsve,26,1398.42,53.79
fbfJHSPpUQD,202505,aSfF9kuNINJ,11,2020.96,183.72
fbfJHSPpUQD,202511,EDxXfB4iVpY,12,1216.25,101.35
fbfJHSPpUQD,202506,ZKL5hlVG6F6,64,2804.93,43.83
fbfJHSPpUQD,202601,QII5GqfDfO3,10,612.91,61.29
fbfJHSPpUQD,202511,QZtMuEEV9Vv,48,1657.14,34.52
fbfJHSPpUQD,202604,ZALwM386w0T,10,546.25,54.62
fbfJHSPpUQD,202602,kFur7xPhpH9,23,1993.06,86.65
fbfJHSPpUQD,202510,KnU2XHRvyiX,35,2729.83,78.0
fbfJHSPpUQD,202508,KaevAHPgkA8,26,680.49,26.17
fbfJHSPpUQD,202506,vlNXjc2lk9y,6,885.98,147.66
fbfJHSPpUQD,202508,KxtLZtVmpur,28,2961.51,105.77
fbfJHSPpUQD,202511,Efmr3Xo36DR,3,1361.9,453.97
fbfJHSPpUQD,202511,UJ80rknbJtm,13,1424.69,109.59
fbfJHSPpUQD,202510,QZ5rmKrVleg,11,2806.47,255.13
fbfJHSPpUQD,202507,HVQ6gJE8R24,15,888.72,59.25
fbfJHSPpUQD,202505,BzEwqabuW19,39,1045.12,26.8
fbfJHSPpUQD,202604,amgb83zVxp5,15,1408.78,93.92
fbfJHSPpUQD,202604,InQWjSe6k2f,13,2441.73,187.83
fbfJHSPpUQD,202507,l0WRLZlEgB1,20,898.67,44.93
fbfJHSPpUQD,202604,oV9P0VvL9Jh,3,2218.73,739.58
fbfJHSPpUQD,202511,Ykx8Ovui7g0,15,874.73,58.32
fbfJHSPpUQD,202511,WUQrS4Yqmoy,35,2162.98,61.8
fbfJHSPpUQD,202509,xX4lIVqF4yb,6,522.06,87.01
fbfJHSPpUQD,202505,PSjKMcPGUvA,20,2155.54,107.78
fbfJHSPpUQD,202509,MUnd4KWox8m,16,2005.48,125.34
fbfJHSPpUQD,202506,ShdRyzuLKA2,14,1493.31,106.66
fbfJHSPpUQD,202604,g10jm7jPdzf,27,1543.84,57.18
fbfJHSPpUQD,202603,GkHpMSo5K60,21,2206.09,105.05
fbfJHSPpUQD,202506,W2KnxOMvmgE,25,2303.73,92.15
fbfJHSPpUQD,202511,RHJram03Rlm,34,2687.56,79.05
fbfJHSPpUQD,202508,Xzxy8NuVsLp,26,2233.55,85.91
fbfJHSPpUQD,202508,zLiMZ1WrxdG,5,2068.18,413.64
fbfJHSPpUQD,202505,kpDoH80fwdX,101,2731.31,27.04
fbfJHSPpUQD,202508,dBD9OHJFN8u,3,1851.41,617.14
fbfJHSPpUQD,202603,cBi3y4lGhDd,22,832.92,37.86
fbfJHSPpUQD,202604,K00jR5dmoFZ,4,1149.21,287.3
fbfJHSPpUQD,202509,hIpcmjLrDDW,16,2768.56,173.04
fbfJHSPpUQD,202604,szbAJSWOXjT,21,2489.37,118.54
fbfJHSPpUQD,202603,m3QGt8fY3L0,9,870.05,96.67
fbfJHSPpUQD,202507,DQHGtTGOP6b,22,1676.7,76.21
fbfJHSPpUQD,202510,sesv0eXljBq,33,2157.81,65.39
fbfJHSPpUQD,202509,iMZihUMzH92,15,2113.8,140.92
fbfJHSPpUQD,202602,Dbn6fyCgMBV,31,2856.53,92.15
fbfJHSPpUQD,202509,RJpiHpefEUw,10,770.75,77.08
fbfJHSPpUQD,202506,r5WWF9WDzoa,24,1269.48,52.9
fbfJHSPpUQD,202601,Xnif5imKLlT,8,1960.72,245.09
fbfJHSPpUQD,202506,kO9xe2HCovK,8,822.01,102.75
fbfJHSPpUQD,202508,wxMmC45UyNw,19,1827.28,96.17
fbfJHSPpUQD,202601,SptGAcmbgPz,16,2155.59,134.72
fbfJHSPpUQD,202512,sLKHXoBIqSs,13,2455.52,188.89
fbfJHSPpUQD,202604,OTlKtnhvEm1,5,1872.36,374.47
fbfJHSPpUQD,202507,PwoQgMJNWbR,8,1571.72,196.46
fbfJHSPpUQD,202604,KuR0y0h0mOM,81,1496.01,18.47
fbfJHSPpUQD,202512,WxMmxNU6Gla,17,1282.93,75.47
fbfJHSPpUQD,202506,Ep5iWL1UKvF,7,1662.16,237.45
fbfJHSPpUQD,202603,rNaQEFRINbd,7,1448.14,206.88
fbfJHSPpUQD,202507,p9KfD6eaRvu,29,2478.06,85.45
fbfJHSPpUQD,202506,weLTzWrLXCO,17,2866.03,168.59
fbfJHSPpUQD,202505,JQr6TJx5KE3,26,1665.67,64.06
fbfJHSPpUQD,202509,bVZTNrnfn9G,78,1217.84,15.61
fbfJHSPpUQD,202508,w9FJ9oAdFys,100,2236.27,22.36
fbfJHSPpUQD,202507,er9S4CQ9QOn,9,2658.2,295.36
fbfJHSPpUQD,202505,WMj6mBDw76A,12,2707.23,225.6
fbfJHSPpUQD,202602,aRXfvyonenP,10,2290.45,229.04
fbfJHSPpUQD,202507,aSxNNRxPuBP,47,2868.56,61.03
fbfJHSPpUQD,202512,iIQENGb7za6,13,2845.36,218.87
fbfJHSPpUQD,202507,MHAWZr2Caxw,18,2915.1,161.95
fbfJHSPpUQD,202507,YAuJ3fyoEuI,22,2406.82,109.4
fbfJHSPpUQD,202601,TbiRD4Bsz4Z,14,1724.24,123.16
fbfJHSPpUQD,202602,uYG1rUdsJJi,5,2231.8,446.36
fbfJHSPpUQD,202508,ptc0SQi05E4,16,2559.93,160.0
fbfJHSPpUQD,202512,BJ3DJFBKwBR,14,1990.82,142.2
fbfJHSPpUQD,202512,aF6iPGbrcRk,6,1555.03,259.17
fbfJHSPpUQD,202512,uGa5JtIMfRx,19,1477.96,77.79
fbfJHSPpUQD,202507,sTOXJA2KcY2,20,1046.81,52.34
fbfJHSPpUQD,202506,OI0BQUurVFS,5,2756.33,551.27
fbfJHSPpUQD,202603,ZpE2POxvl9P,22,1937.52,88.07
fbfJHSPpUQD,202506,QoROdPmIdY1,15,2862.68,190.85
fbfJHSPpUQD,202604,jNb63DIHuwU,9,1661.92,184.66
fbfJHSPpUQD,202509,BpWJ3cRsO6g,9,1299.88,144.43
fbfJHSPpUQD,202509,TQ5DSmdliN7,9,2938.37,326.49
fbfJHSPpUQD,202505,Qr41Mw2MSjo,21,950.82,45.28
fbfJHSPpUQD,202603,fGp4OcovQpa,8,2576.36,322.04
fbfJHSPpUQD,202601,dczh6Jfd4no,14,1553.98,111.0
fbfJHSPpUQD,202508,EZIMUaUD8AJ,22,955.78,43.44
fbfJHSPpUQD,202512,TYq1YW7qs7k,15,2974.64,198.31
fbfJHSPpUQD,202604,CgunjDKbM45,14,1900.37,135.74
fbfJHSPpUQD,202505,kBrq7i12aan,98,1557.89,15.9
fbfJHSPpUQD,202602,eCfxBe1lnxb,5,2429.55,485.91
fbfJHSPpUQD,202509,NLN0MvWv9tl,27,1824.45,67.57
fbfJHSPpUQD,202506,WZ8PTx8qQlE,10,2347.15,234.72
fbfJHSPpUQD,202601,EJoI3HArJ2W,6,2717.65,452.94
fbfJHSPpUQD,202602,Uv15pOAstzX,14,2504.79,178.91
fbfJHSPpUQD,202602,tdhB1JXYBx2,11,1528.34,138.94
fbfJHSPpUQD,202604,eyfrdOUUkXO,18,1382.96,76.83
fbfJHSPpUQD,202601,UgYg0YW7ZIh,21,728.36,34.68
fbfJHSPpUQD,202508,GvFqTavdpGE,11,708.5,64.41
fbfJHSPpUQD,202505,CqARw68kXbB,12,2916.57,243.05
fbfJHSPpUQD,202603,LnToY3ExKxL,18,2221.72,123.43
fbfJHSPpUQD,202505,jjtzkzrmG7s,1,2686.78,2686.78
fbfJHSPpUQD,202510,Jyv7sjpl9bA,10,1698.61,169.86
fbfJHSPpUQD,202604,CKkE4GBJekz,38,2667.31,70.19
fbfJHSPpUQD,202601,el8sgzyHuEe,26,702.61,27.02
fbfJHSPpUQD,202604,uPshwz3B3Uu,19,1606.04,84.53
fbfJHSPpUQD,202511,LFpl1falVZi,41,1199.56,29.26
fbfJHSPpUQD,202603,cNAp6CJeLxk,20,644.49,32.22
fbfJHSPpUQD,202604,VjVYaKZ9t4K,22,2656.3,120.74
fbfJHSPpUQD,202601,DwlFKzDSuQU,6,1867.82,311.3
fbfJHSPpUQD,202603,GCbYmPqcOOP,19,1696.99,89.32
fbfJHSPpUQD,202505,IlMQTFvcq9r,26,2141.91,82.38
fbfJHSPpUQD,202601,UUgajyaViT7,28,652.51,23.3
fbfJHSPpUQD,202509,GhDwjKv07iC,15,2118.53,141.24
fbfJHSPpUQD,202603,FGbXmz7gTTl,5,2513.92,502.78
fbfJHSPpUQD,202509,fzBpuujglTY,29,1573.02,54.24
fbfJHSPpUQD,202505,Xk2fvz4aTBU,15,658.08,43.87
fbfJHSPpUQD,202508,PybxeRWVSrI,30,1720.58,57.35
fbfJHSPpUQD,202510,cC03EwJLBiO,16,1000.51,62.53
fbfJHSPpUQD,202509,UGVLYrO63mR,11,2935.24,266.84
fbfJHSPpUQD,202506,f7yRhIeFn1k,5,1001.67,200.33
fbfJHSPpUQD,202603,rs87nYgwbKv,8,1114.8,139.35
fbfJHSPpUQD,202505,ABM75Q1UfoP,17,2439.69,143.51
fbfJHSPpUQD,202506,S7KwVLbFlss,3,1031.93,343.98
fbfJHSPpUQD,202508,mRNfATVxa3m,14,2305.76,164.7
fbfJHSPpUQD,202603,lpAPY3QOY2D,8,2843.71,355.46
fbfJHSPpUQD,202506,Tc3zugEWdTm,20,519.71,25.99
fbfJHSPpUQD,202604,SlNw6FxElY9,4,863.09,215.77
fbfJHSPpUQD,202602,E497Rk80ivZ,22,756.86,34.4
fbfJHSPpUQD,202602,I48Qu6R0sGm,6,796.61,132.77
fbfJHSPpUQD,202511,w9XjBMJYL9R,25,508.93,20.36
fbfJHSPpUQD,202508,g3O1pGAfgK1,14,723.51,51.68
fbfJHSPpUQD,202602,CY8cV5khn7e,4,2975.94,743.98
fbfJHSPpUQD,202505,Fbq6Vxa4MIx,18,1826.55,101.48
fbfJHSPpUQD,202508,jkPHBqdn9SA,54,1077.25,19.95
fbfJHSPpUQD,202512,UGVLYrO63mR,5,1606.57,321.31
fbfJHSPpUQD,202506,C1tAqIpKB9k,13,1413.72,108.75
fbfJHSPpUQD,202509,MMrdfNDfBIi,8,1922.62,240.33
fbfJHSPpUQD,202601,HlDMbDWUmTy,24,2029.76,84.57
fbfJHSPpUQD,202508,X9zzzyPZViR,22,1134.04,51.55
fbfJHSPpUQD,202602,vPKxHJ1og0r,10,1776.82,177.68
fbfJHSPpUQD,202505,qELjt3LRkSD,4,1854.08,463.52
fbfJHSPpUQD,202602,PuZOFApTSeo,27,1926.82,71.36
fbfJHSPpUQD,202511,hDW65lFySeF,20,1990.31,99.52
fbfJHSPpUQD,202506,kBP1UvZpsNj,37,2971.77,80.32
fbfJHSPpUQD,202601,J1x66stNjk2,9,2289.95,254.44
fbfJHSPpUQD,202507,uRQj8WRK0Py,23,1910.45,83.06
fbfJHSPpUQD,202506,S2NaydvPENH,16,629.19,39.32
fbfJHSPpUQD,202506,m5BX6CvJ6Ex,34,2603.23,76.57
fbfJHSPpUQD,202505,XGUOQaRUPjO,10,2492.63,249.26
fbfJHSPpUQD,202604,aVlSMMvgVzf,15,1585.01,105.67
fbfJHSPpUQD,202511,NJolnlvYgLr,10,1217.56,121.76
fbfJHSPpUQD,202505,LWlh25dfvEA,13,1625.31,125.02
fbfJHSPpUQD,202508,L3GgannGGKl,18,512.59,28.48
fbfJHSPpUQD,202507,vyIl6s0lhKc,51,642.32,12.59
fbfJHSPpUQD,202508,z1ielwdLtPl,22,2730.05,124.09
fbfJHSPpUQD,202511,PC3Ag91n82e,15,580.05,38.67
fbfJHSPpUQD,202602,FRX63UWciyO,17,2047.17,120.42
fbfJHSPpUQD,202505,cTU2WmWcJKx,14,2232.9,159.49
fbfJHSPpUQD,202508,OqBiNJjKQAu,36,1829.08,50.81
fbfJHSPpUQD,202604,XmfqaErvQ2T,24,2552.56,106.36
fbfJHSPpUQD,202602,JCXEtUDYyp9,65,1623.13,24.97
fbfJHSPpUQD,202602,L3GgannGGKl,22,1292.04,58.73
fbfJHSPpUQD,202604,vxExu6yOYLg,11,507.66,46.15
fbfJHSPpUQD,202505,ZALwM386w0T,50,1416.62,28.33
fbfJHSPpUQD,202602,z1ielwdLtPl,14,1167.72,83.41
fbfJHSPpUQD,202509,vQYIk5G9NxP,30,1795.69,59.86
fbfJHSPpUQD,202602,KvE0PYQzXMM,5,2663.26,532.65
fbfJHSPpUQD,202602,OqBiNJjKQAu,35,1321.71,37.76
fbfJHSPpUQD,202510,XfVYz6l2rzg,38,1606.61,42.28
fbfJHSPpUQD,202505,bne6tOoPaWn,8,2702.89,337.86
fbfJHSPpUQD,202601,LFpl1falVZi,26,1830.07,70.39
fbfJHSPpUQD,202506,VpYAl8dXs6m,14,1977.13,141.22
fbfJHSPpUQD,202603,F7u30K5OIpi,18,2977.91,165.44
fbfJHSPpUQD,202505,duGLGssecoD,17,2399.04,141.12
fbfJHSPpUQD,202508,xt08cuqf1ys,7,1831.05,261.58
fbfJHSPpUQD,202601,vyIl6s0lhKc,48,2602.22,54.21
fbfJHSPpUQD,202508,I48Qu6R0sGm,8,583.05,72.88
fbfJHSPpUQD,202512,TljiT6C5D0J,15,2481.57,165.44
fbfJHSPpUQD,202506,DxguTiXvIJu,6,2025.62,337.6
fbfJHSPpUQD,202507,tcEjL7gmFJL,5,1620.73,324.15
fbfJHSPpUQD,202507,IlnqGuxfQAw,21,2076.04,98.86
fbfJHSPpUQD,202511,X9zzzyPZViR,29,594.1,20.49
fbfJHSPpUQD,202601,l0WRLZlEgB1,20,2917.51,145.88
fbfJHSPpUQD,202511,jkPHBqdn9SA,47,2295.92,48.85
fbfJHSPpUQD,202507,cC03EwJLBiO,11,2316.68,210.61
fbfJHSPpUQD,202505,wB4R3E1X6pC,38,528.31,13.9
fbfJHSPpUQD,202602,TWMVxJANJeU,7,1015.85,145.12
fbfJHSPpUQD,202508,JCXEtUDYyp9,42,2783.58,66.28
fbfJHSPpUQD,202512,GhDwjKv07iC,13,1873.52,144.12
fbfJHSPpUQD,202601,IlnqGuxfQAw,14,1441.28,102.95
fbfJHSPpUQD,202601,Ahh47q8AkId,12,853.61,71.13
fbfJHSPpUQD,202512,QoROdPmIdY1,10,2300.84,230.08
fbfJHSPpUQD,202510,nX05QLraDhO,21,1544.35,73.54
fbfJHSPpUQD,202603,UGVLYrO63mR,3,1490.34,496.78
fbfJHSPpUQD,202603,fzBpuujglTY,21,779.62,37.12
fbfJHSPpUQD,202506,MrME31scKA1,15,1987.09,132.47
fbfJHSPpUQD,202507,DA2BEQMhv9B,18,1046.03,58.11
fbfJHSPpUQD,202509,FGbXmz7gTTl,1,1852.82,1852.82
fbfJHSPpUQD,202603,sgcHQEaB40Y,17,1900.56,111.8
fbfJHSPpUQD,202603,BG2fC2mRFOL,11,1266.18,115.11
fbfJHSPpUQD,202510,CTnuuI55SOj,14,2411.81,172.27
fbfJHSPpUQD,202602,XJI24bY3AN7,20,2629.43,131.47
fbfJHSPpUQD,202602,Q8oWscr9rlQ,15,1820.88,121.39
fbfJHSPpUQD,202511,GCbYmPqcOOP,27,1452.46,53.79
fbfJHSPpUQD,202511,QsAwd531Cpd,25,2178.12,87.12
fbfJHSPpUQD,202507,Ahh47q8AkId,11,1110.11,100.92
fbfJHSPpUQD,202510,HcB2W6Fgp7i,10,2164.42,216.44
fbfJHSPpUQD,202506,eLLMnNjuluX,15,1374.35,91.62
fbfJHSPpUQD,202602,jkPHBqdn9SA,18,1774.46,98.58
fbfJHSPpUQD,202506,DVjewuIdgMN,18,1816.26,100.9
fbfJHSPpUQD,202604,cZxP4NE5O9z,25,1205.57,48.22
fbfJHSPpUQD,202604,m3QGt8fY3L0,11,2486.08,226.01
fbfJHSPpUQD,202505,mt47bcb0Rcj,8,2234.19,279.27
fbfJHSPpUQD,202509,rs87nYgwbKv,12,796.06,66.34
fbfJHSPpUQD,202506,B9RxRfRUi2R,12,2615.17,217.93
fbfJHSPpUQD,202508,CY8cV5khn7e,19,618.93,32.58
fbfJHSPpUQD,202603,x8SUTSsJoeO,8,1891.19,236.4
fbfJHSPpUQD,202604,qcYG2Id7GS8,8,1888.74,236.09
fbfJHSPpUQD,202511,IXJg79fclDm,69,2925.83,42.4
fbfJHSPpUQD,202511,PuZOFApTSeo,9,2028.21,225.36
fbfJHSPpUQD,202512,dQggcljEImF,62,1445.15,23.31
fbfJHSPpUQD,202512,AlG0apJE5cm,7,556.43,79.49
fbfJHSPpUQD,202505,QpRIPul20Sb,30,2326.12,77.54
fbfJHSPpUQD,202603,azRICFoILuh,11,1185.1,107.74
fbfJHSPpUQD,202601,uRQj8WRK0Py,32,1921.26,60.04
fbfJHSPpUQD,202506,qVvitxEF2ck,22,2824.46,128.38
fbfJHSPpUQD,202601,U0KpeSx4UIB,48,2108.41,43.93
fbfJHSPpUQD,202511,gfWvbbgdjoS,20,1511.3,75.56
fbfJHSPpUQD,202602,WMj6mBDw76A,10,531.98,53.2
fbfJHSPpUQD,202602,iHQVo7h7KOQ,13,602.68,46.36
fbfJHSPpUQD,202512,E9oBVjyEaCe,13,1864.08,143.39
fbfJHSPpUQD,202604,t0DLywkw6O1,15,2080.99,138.73
fbfJHSPpUQD,202601,jSPLEMDwXN4,11,2351.16,213.74
fbfJHSPpUQD,202510,vyIl6s0lhKc,24,2197.61,91.57
fbfJHSPpUQD,202511,z1ielwdLtPl,15,2686.86,179.12
fbfJHSPpUQD,202604,sAO5hEWo4z5,12,1182.94,98.58
fbfJHSPpUQD,202603,hZpaU5uFSDm,20,1462.74,73.14
fbfJHSPpUQD,202506,oUR5HPmim7E,8,1536.6,192.08
fbfJHSPpUQD,202512,eyfrdOUUkXO,16,1794.93,112.18
fbfJHSPpUQD,202510,Qwzs1iinAI7,9,1324.24,147.14
fbfJHSPpUQD,202511,ZpE2POxvl9P,2,2359.57,1179.79
fbfJHSPpUQD,202603,Dbn6fyCgMBV,33,1342.53,40.68
fbfJHSPpUQD,202511,XjpmsLNjyrz,20,1256.6,62.83
fbfJHSPpUQD,202601,DUDHgE5DECu,14,1463.27,104.52
fbfJHSPpUQD,202506,MHAWZr2Caxw,13,948.84,72.99
fbfJHSPpUQD,202602,Qr41Mw2MSjo,9,2979.44,331.05
fbfJHSPpUQD,202506,x3ti3t9eOuX,21,2958.76,140.89
fbfJHSPpUQD,202508,GCbYmPqcOOP,17,2992.22,176.01
fbfJHSPpUQD,202508,gfWvbbgdjoS,23,1233.95,53.65
fbfJHSPpUQD,202509,hZpaU5uFSDm,21,2667.64,127.03
fbfJHSPpUQD,202511,JKdMirJ02nv,20,2590.0,129.5
fbfJHSPpUQD,202601,QZ5rmKrVleg,7,1305.58,186.51
fbfJHSPpUQD,202508,WMj6mBDw76A,10,2652.17,265.22
fbfJHSPpUQD,202602,sDTodaygv5u,9,2957.72,328.64
fbfJHSPpUQD,202505,gGv9ATEs68L,12,2742.5,228.54
fbfJHSPpUQD,202512,fzBpuujglTY,22,2200.12,100.01
fbfJHSPpUQD,202601,Qwzs1iinAI7,6,553.93,92.32
fbfJHSPpUQD,202509,dQggcljEImF,55,1673.05,30.42
fbfJHSPpUQD,202601,lL2LBkhlsmV,29,2880.07,99.31
fbfJHSPpUQD,202510,mshIal30ffW,8,1881.74,235.22
fbfJHSPpUQD,202507,CTnuuI55SOj,6,1844.56,307.43
fbfJHSPpUQD,202510,uRQj8WRK0Py,18,2661.42,147.86
fbfJHSPpUQD,202507,U0KpeSx4UIB,11,1497.17,136.11
fbfJHSPpUQD,202509,eyfrdOUUkXO,22,1695.45,77.07
fbfJHSPpUQD,202507,TEVtOFKcLAP,9,570.87,63.43
fbfJHSPpUQD,202509,QoROdPmIdY1,13,1132.76,87.14
fbfJHSPpUQD,202505,OTlKtnhvEm1,2,1571.29,785.64
fbfJHSPpUQD,202507,Qwzs1iinAI7,11,1638.23,148.93
fbfJHSPpUQD,202506,iMZihUMzH92,12,2849.46,237.46
fbfJHSPpUQD,202506,lekPjgUm0o2,11,2910.87,264.62
fbfJHSPpUQD,202602,n9HIySyR00g,28,573.57,20.48
fbfJHSPpUQD,202508,BXJnMD2eJAx,16,901.17,56.32
fbfJHSPpUQD,202512,vQYIk5G9NxP,25,2468.94,98.76
fbfJHSPpUQD,202510,Wr8kmywwseZ,13,1673.55,128.73
fbfJHSPpUQD,202508,QsAwd531Cpd,24,2724.66,113.53
fbfJHSPpUQD,202602,GCbYmPqcOOP,20,1388.11,69.41
fbfJHSPpUQD,202506,U2QkKSeyL5r,34,2555.35,75.16
fbfJHSPpUQD,202506,kIbcKauMdlW,17,1551.19,91.25
fbfJHSPpUQD,202602,BXJnMD2eJAx,24,2862.17,119.26
fbfJHSPpUQD,202511,JCXEtUDYyp9,35,1990.91,56.88
fbfJHSPpUQD,202511,m0PiiU5BteW,14,1208.81,86.34
fbfJHSPpUQD,202508,Qr41Mw2MSjo,6,941.15,156.86
fbfJHSPpUQD,202507,VF7LfO19vxS,15,688.31,45.89
fbfJHSPpUQD,202603,TljiT6C5D0J,14,2895.77,206.84
fbfJHSPpUQD,202603,w3mBVfrWhXl,22,1857.87,84.45
fbfJHSPpUQD,202508,n9HIySyR00g,33,1635.44,49.56
fbfJHSPpUQD,202507,oLuhRyYPxRO,17,1970.54,115.91
fbfJHSPpUQD,202506,kDxbU1uSBFh,34,782.84,23.02
fbfJHSPpUQD,202506,OuwX8H2CcRO,8,1974.88,246.86
fbfJHSPpUQD,202512,F7u30K5OIpi,15,1929.46,128.63
fbfJHSPpUQD,202601,E7IDb3nNiW7,11,519.22,47.2
fbfJHSPpUQD,202604,FNnj3jKGS7i,288,2448.97,8.5
fbfJHSPpUQD,202601,VF7LfO19vxS,3,954.65,318.22
fbfJHSPpUQD,202509,TljiT6C5D0J,9,2824.59,313.84
fbfJHSPpUQD,202511,xt08cuqf1ys,3,2201.05,733.68
fbfJHSPpUQD,202511,eoYV2p74eVz,52,2432.2,46.77
fbfJHSPpUQD,202511,iHQVo7h7KOQ,5,2151.27,430.25
fbfJHSPpUQD,202507,OTn9VMNEkdo,23,1196.13,52.01
fbfJHSPpUQD,202603,lxxASQqPUqd,20,981.55,49.08
fbfJHSPpUQD,202511,ctMepV9p92I,12,2922.14,243.51
fbfJHSPpUQD,202512,azRICFoILuh,18,1609.22,89.4
fbfJHSPpUQD,202601,bqSIIRuZ1qj,20,630.32,31.52
fbfJHSPpUQD,202511,nE01sGNCY5P,43,2429.48,56.5
fbfJHSPpUQD,202511,cWIiusmHULW,24,1211.46,50.48
fbfJHSPpUQD,202507,Wr8kmywwseZ,10,2931.92,293.19
fbfJHSPpUQD,202603,BXd3TqaAxkK,10,1368.59,136.86
fbfJHSPpUQD,202507,zsqxu7ZZRpO,23,2060.61,89.59
fbfJHSPpUQD,202508,Q8oWscr9rlQ,5,2604.31,520.86
fbfJHSPpUQD,202507,N3tpEjZcPm9,12,2742.85,228.57
fbfJHSPpUQD,202603,Pw9SihGDbZ5,15,2026.74,135.12
fbfJHSPpUQD,202603,eyfrdOUUkXO,15,680.71,45.38
fbfJHSPpUQD,202512,YAuJ3fyoEuI,3,1859.93,619.98
fbfJHSPpUQD,202509,w7a4l3XHIgi,58,784.13,13.52
fbfJHSPpUQD,202505,dyn5pihalrJ,42,1224.94,29.17
fbfJHSPpUQD,202602,UAtEKSd5QTf,44,623.07,14.16
fbfJHSPpUQD,202508,cXOR7vSMBKO,8,1520.29,190.04
fbfJHSPpUQD,202511,KvE0PYQzXMM,8,1929.45,241.18
fbfJHSPpUQD,202507,jSPLEMDwXN4,13,2935.31,225.79
fbfJHSPpUQD,202509,wjFsUXI1MlO,32,1411.31,44.1
fbfJHSPpUQD,202512,wjFsUXI1MlO,19,2382.4,125.39
fbfJHSPpUQD,202603,QoROdPmIdY1,5,2243.67,448.73
fbfJHSPpUQD,202601,HcB2W6Fgp7i,14,2672.64,190.9
fbfJHSPpUQD,202604,M3dL6ZAIZ3I,19,2634.86,138.68
fbfJHSPpUQD,202508,XJI24bY3AN7,20,862.5,43.12
fbfJHSPpUQD,202506,xQIU41mR69s,10,1270.58,127.06
fbfJHSPpUQD,202604,W2KnxOMvmgE,10,1679.25,167.92
fbfJHSPpUQD,202508,eoYV2p74eVz,44,783.37,17.8
fbfJHSPpUQD,202604,ZoHdXy2ueVn,24,2441.62,101.73
fbfJHSPpUQD,202512,x8SUTSsJoeO,5,639.63,127.93
fbfJHSPpUQD,202508,ctMepV9p92I,5,734.1,146.82
fbfJHSPpUQD,202509,Dbn6fyCgMBV,31,1040.0,33.55
fbfJHSPpUQD,202602,xXYv82KlBUh,30,967.91,32.26
fbfJHSPpUQD,202508,c41XRVOYNJm,21,2122.97,101.09
fbfJHSPpUQD,202509,E9oBVjyEaCe,12,2540.07,211.67
fbfJHSPpUQD,202602,m0PiiU5BteW,12,1185.52,98.79
fbfJHSPpUQD,202510,AIM09vwxjoN,14,2220.62,158.62
fbfJHSPpUQD,202510,oLuhRyYPxRO,7,1278.06,182.58
fbfJHSPpUQD,202509,SFQblJrFblm,11,1457.85,132.53
fbfJHSPpUQD,202603,oolcy5HBlMy,5,2365.15,473.03
fbfJHSPpUQD,202602,Urk55T8KgpT,17,2565.65,150.92
fbfJHSPpUQD,202511,vPKxHJ1og0r,7,862.22,123.17
fbfJHSPpUQD,202603,iH79WhpsByj,13,1706.13,131.24
fbfJHSPpUQD,202508,KvE0PYQzXMM,5,646.77,129.35
fbfJHSPpUQD,202510,jSPLEMDwXN4,19,833.3,43.86
fbfJHSPpUQD,202508,WdgS1JcBL2g,24,914.43,38.1
fbfJHSPpUQD,202604,QDoO5r6Sae7,6,1238.23,206.37
fbfJHSPpUQD,202506,w3vRmEz3J7t,18,2497.27,138.74
fbfJHSPpUQD,202509,F7u30K5OIpi,19,1357.88,71.47
fbfJHSPpUQD,202506,EO6ghLtWv4W,18,2870.57,159.48
