Indicator,Month,Facility,Total_Visits
fbfJHSPpUQD,202505,bne6tOoPaWn,8
fbfJHSPpUQD,202601,LFpl1falVZi,26
fbfJHSPpUQD,202506,VpYAl8dXs6m,14
fbfJHSPpUQD,202603,F7u30K5OIpi,18
fbfJHSPpUQD,202505,duGLGssecoD,17
fbfJHSPpUQD,202508,xt08cuqf1ys,7
fbfJHSPpUQD,202601,vyIl6s0lhKc,48
fbfJHSPpUQD,202508,I48Qu6R0sGm,8
fbfJHSPpUQD,202512,TljiT6C5D0J,15
fbfJHSPpUQD,202506,DxguTiXvIJu,6
fbfJHSPpUQD,202507,tcEjL7gmFJL,5
fbfJHSPpUQD,202507,IlnqGuxfQAw,21
fbfJHSPpUQD,202511,X9zzzyPZViR,29
fbfJHSPpUQD,202601,l0WRLZlEgB1,20
fbfJHSPpUQD,202511,jkPHBqdn9SA,47
fbfJHSPpUQD,202507,cC03EwJLBiO,11
fbfJHSPpUQD,202505,wB4R3E1X6pC,38
fbfJHSPpUQD,202602,TWMVxJANJeU,7
fbfJHSPpUQD,202508,JCXEtUDYyp9,42
fbfJHSPpUQD,202512,GhDwjKv07iC,13
fbfJHSPpUQD,202601,IlnqGuxfQAw,14
fbfJHSPpUQD,202601,Ahh47q8AkId,12
fbfJHSPpUQD,202512,QoROdPmIdY1,10
fbfJHSPpUQD,202510,nX05QLraDhO,21
fbfJHSPpUQD,202603,UGVLYrO63mR,3
fbfJHSPpUQD,202603,fzBpuujglTY,21
fbfJHSPpUQD,202506,MrME31scKA1,15
fbfJHSPpUQD,202507,DA2BEQMhv9B,18
fbfJHSPpUQD,202509,FGbXmz7gTTl,1
fbfJHSPpUQD,202603,sgcHQEaB40Y,17
fbfJHSPpUQD,202603,BG2fC2mRFOL,11
fbfJHSPpUQD,202510,CTnuuI55SOj,14
fbfJHSPpUQD,202602,XJI24bY3AN7,20
fbfJHSPpUQD,202602,Q8oWscr9rlQ,15
fbfJHSPpUQD,202511,GCbYmPqcOOP,27
fbfJHSPpUQD,202511,QsAwd531Cpd,25
fbfJHSPpUQD,202507,Ahh47q8AkId,11
fbfJHSPpUQD,202510,HcB2W6Fgp7i,10
fbfJHSPpUQD,202506,eLLMnNjuluX,15
fbfJHSPpUQD,202602,jkPHBqdn9SA,18
fbfJHSPpUQD,202506,DVjewuIdgMN,18
fbfJHSPpUQD,202604,cZxP4NE5O9z,25
fbfJHSPpUQD,202604,m3QGt8fY3L0,11
fbfJHSPpUQD,202505,mt47bcb0Rcj,8
fbfJHSPpUQD,202509,rs87nYgwbKv,12
fbfJHSPpUQD,202506,B9RxRfRUi2R,12
fbfJHSPpUQD,202508,CY8cV5khn7e,19
fbfJHSPpUQD,202603,x8SUTSsJoeO,8
fbfJHSPpUQD,202604,qcYG2Id7GS8,8
fbfJHSPpUQD,202511,IXJg79fclDm,69
fbfJHSPpUQD,202511,PuZOFApTSeo,9
fbfJHSPpUQD,202512,dQggcljEImF,62
fbfJHSPpUQD,202512,AlG0apJE5cm,7
fbfJHSPpUQD,202505,QpRIPul20Sb,30
fbfJHSPpUQD,202603,azRICFoILuh,11
fbfJHSPpUQD,202601,uRQj8WRK0Py,32
fbfJHSPpUQD,202506,qVvitxEF2ck,22
fbfJHSPpUQD,202601,U0KpeSx4UIB,48
fbfJHSPpUQD,202511,gfWvbbgdjoS,20
fbfJHSPpUQD,202602,WMj6mBDw76A,10
fbfJHSPpUQD,202602,iHQVo7h7KOQ,13
fbfJHSPpUQD,202512,E9oBVjyEaCe,13
fbfJHSPpUQD,202604,t0DLywkw6O1,15
fbfJHSPpUQD,202601,jSPLEMDwXN4,11
fbfJHSPpUQD,202510,vyIl6s0lhKc,24
fbfJHSPpUQD,202511,z1ielwdLtPl,15
fbfJHSPpUQD,202604,sAO5hEWo4z5,12
fbfJHSPpUQD,202603,hZpaU5uFSDm,20
fbfJHSPpUQD,202506,oUR5HPmim7E,8
fbfJHSPpUQD,202512,eyfrdOUUkXO,16
fbfJHSPpUQD,202510,Qwzs1iinAI7,9
fbfJHSPpUQD,202511,ZpE2POxvl9P,2
fbfJHSPpUQD,202603,Dbn6fyCgMBV,33
fbfJHSPpUQD,202511,XjpmsLNjyrz,20
fbfJHSPpUQD,202601,DUDHgE5DECu,14
fbfJHSPpUQD,202506,MHAWZr2Caxw,13
fbfJHSPpUQD,202602,Qr41Mw2MSjo,9
fbfJHSPpUQD,202506,x3ti3t9eOuX,21
fbfJHSPpUQD,202508,GCbYmPqcOOP,17
fbfJHSPpUQD,202508,gfWvbbgdjoS,23
fbfJHSPpUQD,202509,hZpaU5uFSDm,21
fbfJHSPpUQD,202511,JKdMirJ02nv,20
fbfJHSPpUQD,202601,QZ5rmKrVleg,7
fbfJHSPpUQD,202508,WMj6mBDw76A,10
fbfJHSPpUQD,202602,sDTodaygv5u,9
fbfJHSPpUQD,202505,gGv9ATEs68L,12
fbfJHSPpUQD,202512,fzBpuujglTY,22
fbfJHSPpUQD,202601,Qwzs1iinAI7,6
fbfJHSPpUQD,202509,dQggcljEImF,55
fbfJHSPpUQD,202601,lL2LBkhlsmV,29
fbfJHSPpUQD,202510,mshIal30ffW,8
fbfJHSPpUQD,202507,CTnuuI55SOj,6
fbfJHSPpUQD,202510,uRQj8WRK0Py,18
fbfJHSPpUQD,202507,U0KpeSx4UIB,11
fbfJHSPpUQD,202509,eyfrdOUUkXO,22
fbfJHSPpUQD,202507,TEVtOFKcLAP,9
fbfJHSPpUQD,202509,QoROdPmIdY1,13
fbfJHSPpUQD,202505,OTlKtnhvEm1,2
fbfJHSPpUQD,202507,Qwzs1iinAI7,11
fbfJHSPpUQD,202506,iMZihUMzH92,12
fbfJHSPpUQD,202506,lekPjgUm0o2,11
fbfJHSPpUQD,202602,n9HIySyR00g,28
fbfJHSPpUQD,202508,BXJnMD2eJAx,16
fbfJHSPpUQD,202512,vQYIk5G9NxP,25
fbfJHSPpUQD,202510,Wr8kmywwseZ,13
fbfJHSPpUQD,202508,QsAwd531Cpd,24
fbfJHSPpUQD,202602,GCbYmPqcOOP,20
fbfJHSPpUQD,202506,U2QkKSeyL5r,34
fbfJHSPpUQD,202506,kIbcKauMdlW,17
fbfJHSPpUQD,202602,BXJnMD2eJAx,24
fbfJHSPpUQD,202511,JCXEtUDYyp9,35
fbfJHSPpUQD,202511,m0PiiU5BteW,14
fbfJHSPpUQD,202508,Qr41Mw2MSjo,6
fbfJHSPpUQD,202507,VF7LfO19vxS,15
fbfJHSPpUQD,202603,TljiT6C5D0J,14
fbfJHSPpUQD,202603,w3mBVfrWhXl,22
fbfJHSPpUQD,202508,n9HIySyR00g,33
fbfJHSPpUQD,202507,oLuhRyYPxRO,17
fbfJHSPpUQD,202506,kDxbU1uSBFh,34
fbfJHSPpUQD,202506,OuwX8H2CcRO,8
fbfJHSPpUQD,202512,F7u30K5OIpi,15
fbfJHSPpUQD,202601,E7IDb3nNiW7,11
fbfJHSPpUQD,202604,FNnj3jKGS7i,288
fbfJHSPpUQD,202601,VF7LfO19vxS,3
fbfJHSPpUQD,202509,TljiT6C5D0J,9
fbfJHSPpUQD,202511,xt08cuqf1ys,3
fbfJHSPpUQD,202511,eoYV2p74eVz,52
fbfJHSPpUQD,202511,iHQVo7h7KOQ,5
fbfJHSPpUQD,202507,OTn9VMNEkdo,23
fbfJHSPpUQD,202603,lxxASQqPUqd,20
fbfJHSPpUQD,202511,ctMepV9p92I,12
fbfJHSPpUQD,202512,azRICFoILuh,18
fbfJHSPpUQD,202601,bqSIIRuZ1qj,20
fbfJHSPpUQD,202511,nE01sGNCY5P,43
fbfJHSPpUQD,202511,cWIiusmHULW,24
fbfJHSPpUQD,202507,Wr8kmywwseZ,10
fbfJHSPpUQD,202603,BXd3TqaAxkK,10
fbfJHSPpUQD,202507,zsqxu7ZZRpO,23
fbfJHSPpUQD,202508,Q8oWscr9rlQ,5
fbfJHSPpUQD,202507,N3tpEjZcPm9,12
fbfJHSPpUQD,202603,Pw9SihGDbZ5,15
fbfJHSPpUQD,202603,eyfrdOUUkXO,15
fbfJHSPpUQD,202512,YAuJ3fyoEuI,3
fbfJHSPpUQD,202509,w7a4l3XHIgi,58
fbfJHSPpUQD,202505,dyn5pihalrJ,42
fbfJHSPpUQD,202602,UAtEKSd5QTf,44
fbfJHSPpUQD,202508,cXOR7vSMBKO,8
fbfJHSPpUQD,202511,KvE0PYQzXMM,8
fbfJHSPpUQD,202507,jSPLEMDwXN4,13
fbfJHSPpUQD,202509,wjFsUXI1MlO,32
fbfJHSPpUQD,202512,wjFsUXI1MlO,19
fbfJHSPpUQD,202603,QoROdPmIdY1,5
fbfJHSPpUQD,202601,HcB2W6Fgp7i,14
fbfJHSPpUQD,202604,M3dL6ZAIZ3I,19
fbfJHSPpUQD,202508,XJI24bY3AN7,20
fbfJHSPpUQD,202506,xQIU41mR69s,10
fbfJHSPpUQD,202604,W2KnxOMvmgE,10
fbfJHSPpUQD,202508,eoYV2p74eVz,44
fbfJHSPpUQD,202604,ZoHdXy2ueVn,24
fbfJHSPpUQD,202512,x8SUTSsJoeO,5
fbfJHSPpUQD,202508,ctMepV9p92I,5
fbfJHSPpUQD,202509,Dbn6fyCgMBV,31
fbfJHSPpUQD,202602,xXYv82KlBUh,30
fbfJHSPpUQD,202508,c41XRVOYNJm,21
fbfJHSPpUQD,202509,E9oBVjyEaCe,12
fbfJHSPpUQD,202602,m0PiiU5BteW,12
fbfJHSPpUQD,202510,AIM09vwxjoN,14
fbfJHSPpUQD,202510,oLuhRyYPxRO,7
fbfJHSPpUQD,202509,SFQblJrFblm,11
fbfJHSPpUQD,202603,oolcy5HBlMy,5
fbfJHSPpUQD,202602,Urk55T8KgpT,17
fbfJHSPpUQD,202511,vPKxHJ1og0r,7
fbfJHSPpUQD,202603,iH79WhpsByj,13
fbfJHSPpUQD,202508,KvE0PYQzXMM,5
fbfJHSPpUQD,202510,jSPLEMDwXN4,19
fbfJHSPpUQD,202508,WdgS1JcBL2g,24
fbfJHSPpUQD,202604,QDoO5r6Sae7,6
fbfJHSPpUQD,202506,w3vRmEz3J7t,18
fbfJHSPpUQD,202509,F7u30K5OIpi,19
fbfJHSPpUQD,202506,EO6ghLtWv4W,18
fbfJHSPpUQD,202602,JKdMirJ02nv,14
fbfJHSPpUQD,202602,IXJg79fclDm,20
fbfJHSPpUQD,202604,lOv6IFgr6Fs,6
fbfJHSPpUQD,202604,KuGO75X47Gk,2
fbfJHSPpUQD,202507,LFpl1falVZi,30
fbfJHSPpUQD,202507,mshIal30ffW,14
fbfJHSPpUQD,202507,scc4QyxenJd,11
fbfJHSPpUQD,202508,TWH05Rjz6oT,6
fbfJHSPpUQD,202506,jKZ0U8Og5aV,38
fbfJHSPpUQD,202508,ywNG86IY4Ve,9
fbfJHSPpUQD,202505,irVdYBmHBxs,22
fbfJHSPpUQD,202604,koa3hwZZ2i7,12
fbfJHSPpUQD,202511,cXOR7vSMBKO,5
fbfJHSPpUQD,202602,wGsBlwh6Zzt,21
fbfJHSPpUQD,202604,ii2KMnWMx2L,20
fbfJHSPpUQD,202508,TWMVxJANJeU,12
fbfJHSPpUQD,202604,simyC07XwnS,28
fbfJHSPpUQD,202511,sDTodaygv5u,16
fbfJHSPpUQD,202506,ih77LC7LE1p,22
fbfJHSPpUQD,202601,PwgoRuWEDvJ,10
fbfJHSPpUQD,202506,UjusePB4jmP,10
fbfJHSPpUQD,202509,GIRLSZ1tB00,32
fbfJHSPpUQD,202508,MQHszd6K6V5,17
fbfJHSPpUQD,202508,MUnd4KWox8m,31
fbfJHSPpUQD,202604,jCnyQOKQBFX,14
fbfJHSPpUQD,202505,WAjjFMDJKcx,74
fbfJHSPpUQD,202507,Cc9kMNFpGmC,18
fbfJHSPpUQD,202508,CvYsZipdHMN,24
fbfJHSPpUQD,202507,lvxIJAb2QJo,10
fbfJHSPpUQD,202601,OGaAWQD6SYs,48
fbfJHSPpUQD,202602,w9XjBMJYL9R,33
fbfJHSPpUQD,202602,up9gjdODKXE,16
fbfJHSPpUQD,202603,MMrdfNDfBIi,8
fbfJHSPpUQD,202602,sM0Us0NkSez,49
fbfJHSPpUQD,202505,L05Bfpu7AcZ,22
fbfJHSPpUQD,202508,RwkdG4Pku2x,10
fbfJHSPpUQD,202507,AIM09vwxjoN,16
fbfJHSPpUQD,202508,Z9ny6QeqsgX,51
fbfJHSPpUQD,202508,XjpmsLNjyrz,10
fbfJHSPpUQD,202508,PC3Ag91n82e,14
fbfJHSPpUQD,202511,MQHszd6K6V5,11
fbfJHSPpUQD,202602,GHHvGp7tgtZ,40
fbfJHSPpUQD,202505,s7SLtx8wmRA,5
fbfJHSPpUQD,202602,J3wTSn87RP2,16
fbfJHSPpUQD,202601,nX05QLraDhO,15
fbfJHSPpUQD,202604,mYMJHVqdBKt,15
fbfJHSPpUQD,202604,HWXk4EBHUyk,59
fbfJHSPpUQD,202508,vPKxHJ1og0r,8
fbfJHSPpUQD,202603,YhBJbiD5N1z,7
fbfJHSPpUQD,202508,NJolnlvYgLr,11
fbfJHSPpUQD,202505,ZdPkczYqeIY,28
fbfJHSPpUQD,202506,w9FJ9oAdFys,127
fbfJHSPpUQD,202601,MXdbul7bBqV,21
fbfJHSPpUQD,202507,Pr2stbkaSX3,4
fbfJHSPpUQD,202510,NfE9gvFwLIF,145
fbfJHSPpUQD,202508,hDW65lFySeF,16
fbfJHSPpUQD,202506,JrSIoCOdTH2,130
fbfJHSPpUQD,202506,MBtmOhLs7y1,5
fbfJHSPpUQD,202603,IFXdzAk7hKi,30
fbfJHSPpUQD,202603,Gtnbmf4LkOz,15
fbfJHSPpUQD,202511,DQHGtTGOP6b,7
fbfJHSPpUQD,202508,sHbLRZLmS4w,33
fbfJHSPpUQD,202507,NfE9gvFwLIF,197
fbfJHSPpUQD,202509,AlG0apJE5cm,9
fbfJHSPpUQD,202512,hCm2Nh7C8BW,7
fbfJHSPpUQD,202510,BpWJ3cRsO6g,14
fbfJHSPpUQD,202602,KuR0y0h0mOM,79
fbfJHSPpUQD,202508,gaOSAjPM07w,10
fbfJHSPpUQD,202508,weLTzWrLXCO,8
fbfJHSPpUQD,202506,hLGkoHmvBgI,10
fbfJHSPpUQD,202508,PuZOFApTSeo,22
fbfJHSPpUQD,202604,hKD6hpZUh9v,8
fbfJHSPpUQD,202604,D6yiaX1K5sO,18
fbfJHSPpUQD,202601,jGYT5U5qJP6,23
fbfJHSPpUQD,202510,xKaB8tfbTzm,10
fbfJHSPpUQD,202601,inpc5QsFRTm,23
fbfJHSPpUQD,202507,K5wBtEzE2qJ,9
fbfJHSPpUQD,202507,xuk02oLk12O,120
fbfJHSPpUQD,202509,hCm2Nh7C8BW,10
fbfJHSPpUQD,202511,sHbLRZLmS4w,12
fbfJHSPpUQD,202510,uedNhvYPMNu,17
fbfJHSPpUQD,202507,ifw5aLygJEi,12
fbfJHSPpUQD,202509,LnToY3ExKxL,19
fbfJHSPpUQD,202509,ltF8BmYAXpQ,22
fbfJHSPpUQD,202511,CvYsZipdHMN,18
fbfJHSPpUQD,202510,OTn9VMNEkdo,16
fbfJHSPpUQD,202510,lvxIJAb2QJo,2
fbfJHSPpUQD,202506,HHc5HDPFlXy,15
fbfJHSPpUQD,202603,D7UVRRE9iUC,9
fbfJHSPpUQD,202510,DA2BEQMhv9B,12
fbfJHSPpUQD,202512,GIRLSZ1tB00,10
fbfJHSPpUQD,202601,QaeQJJCmnTS,5
fbfJHSPpUQD,202511,weLTzWrLXCO,13
fbfJHSPpUQD,202506,wwM3YPvBKu2,1
fbfJHSPpUQD,202602,rFelzKE3SEp,11
fbfJHSPpUQD,202511,c41XRVOYNJm,17
fbfJHSPpUQD,202506,CKkE4GBJekz,26
fbfJHSPpUQD,202601,rIgJX4N0DGZ,16
fbfJHSPpUQD,202509,LUGqPutql0P,13
fbfJHSPpUQD,202505,fvytjjnlQlK,50
fbfJHSPpUQD,202509,Umh4HKqqFp6,200
fbfJHSPpUQD,202602,YldSFPxB6WH,20
fbfJHSPpUQD,202602,u3B5RqJuDAP,7
fbfJHSPpUQD,202507,jjtzkzrmG7s,2
fbfJHSPpUQD,202603,EJoI3HArJ2W,5
fbfJHSPpUQD,202602,KnU2XHRvyiX,7
fbfJHSPpUQD,202602,ALnjmvcRSxU,31
fbfJHSPpUQD,202507,UgYg0YW7ZIh,52
fbfJHSPpUQD,202507,tSBcgrTDdB8,12
fbfJHSPpUQD,202509,PfZXxl6Wp3F,31
fbfJHSPpUQD,202510,Cc9kMNFpGmC,12
fbfJHSPpUQD,202510,scc4QyxenJd,15
fbfJHSPpUQD,202603,FGV6TAbL0eN,8
fbfJHSPpUQD,202508,kRWIof0qPJj,17
fbfJHSPpUQD,202603,EXbPGmEUdnc,13
fbfJHSPpUQD,202505,sIVFEyNfOg4,14
fbfJHSPpUQD,202506,BNFrspDBKel,33
fbfJHSPpUQD,202508,cWIiusmHULW,14
fbfJHSPpUQD,202509,YAuJ3fyoEuI,57
fbfJHSPpUQD,202604,q5kAX5MyPB6,26
fbfJHSPpUQD,202510,MXdbul7bBqV,22
fbfJHSPpUQD,202511,pJv8NJlJNhU,43
fbfJHSPpUQD,202512,HQoxFu4lYPS,9
fbfJHSPpUQD,202601,ueuQlqb8ccl,24
fbfJHSPpUQD,202509,TmCsvdJLHoX,42
fbfJHSPpUQD,202507,tO01bqIipeD,36
fbfJHSPpUQD,202509,OjTS752GbZE,8
fbfJHSPpUQD,202512,wB4tSXlryyO,11
fbfJHSPpUQD,202601,Pr2stbkaSX3,9
fbfJHSPpUQD,202508,EQc3n1juPFn,5
fbfJHSPpUQD,202602,HAqUY00X9N5,15
fbfJHSPpUQD,202603,Ea3j0kUvyWg,22
fbfJHSPpUQD,202507,xKaB8tfbTzm,17
fbfJHSPpUQD,202601,Cc9kMNFpGmC,7
fbfJHSPpUQD,202604,xEip3dtU8bp,13
fbfJHSPpUQD,202512,cNAp6CJeLxk,12
fbfJHSPpUQD,202507,UUZoBCSn245,23
fbfJHSPpUQD,202602,DQHGtTGOP6b,11
fbfJHSPpUQD,202506,DplgrYeRIZ1,45
fbfJHSPpUQD,202512,Umh4HKqqFp6,200
fbfJHSPpUQD,202511,Qw7c6Ckb0XC,12
fbfJHSPpUQD,202601,sYJCxNdKHxR,23
fbfJHSPpUQD,202506,iPcreOldeV9,12
fbfJHSPpUQD,202507,DvzKyuC0G4w,42
fbfJHSPpUQD,202510,PwgoRuWEDvJ,7
fbfJHSPpUQD,202602,CebtBqqp1fp,16
fbfJHSPpUQD,202507,nv41sOz8IVM,5
fbfJHSPpUQD,202511,z4silfLpw2G,18
fbfJHSPpUQD,202507,BpWJ3cRsO6g,12
fbfJHSPpUQD,202512,yvDKjcRRQsR,6
fbfJHSPpUQD,202505,BqRElDluXGa,10
fbfJHSPpUQD,202505,m21WB5iqHAb,15
fbfJHSPpUQD,202602,sYjp3h6amhA,14
fbfJHSPpUQD,202602,gE3gEGZbQMi,28
fbfJHSPpUQD,202509,rm60vuHyQXj,23
fbfJHSPpUQD,202603,VH7hLUaypel,30
fbfJHSPpUQD,202510,tO01bqIipeD,29
fbfJHSPpUQD,202603,IWb1hstfROc,13
fbfJHSPpUQD,202506,yDFM5J6WeKU,12
fbfJHSPpUQD,202508,z4silfLpw2G,26
fbfJHSPpUQD,202604,VZ6Cocesljy,7
fbfJHSPpUQD,202509,ndan8zClk4E,9
fbfJHSPpUQD,202508,xMn4Wki9doK,31
fbfJHSPpUQD,202603,L4Tw4NlaMjn,7
fbfJHSPpUQD,202510,DvzKyuC0G4w,41
fbfJHSPpUQD,202602,gaOSAjPM07w,9
fbfJHSPpUQD,202510,nv41sOz8IVM,5
fbfJHSPpUQD,202505,UCwtaCrNUls,8
fbfJHSPpUQD,202510,UUZoBCSn245,15
fbfJHSPpUQD,202603,mUuCjQWMaOc,13
fbfJHSPpUQD,202604,erqWTArTsyJ,48
fbfJHSPpUQD,202603,JBhJiwqBCUa,13
fbfJHSPpUQD,202601,GGDHb8xd8jc,35
fbfJHSPpUQD,202509,qO2JLjYrg91,14
fbfJHSPpUQD,202505,gmen7SXL9CU,63
fbfJHSPpUQD,202604,GtJoxCaM2zg,21
fbfJHSPpUQD,202506,i7Oh2tlkToJ,7
fbfJHSPpUQD,202507,MXdbul7bBqV,23
fbfJHSPpUQD,202508,rwfuVQHnZJ5,10
fbfJHSPpUQD,202509,wB4tSXlryyO,25
fbfJHSPpUQD,202509,SFQigiC2ISS,9
fbfJHSPpUQD,202512,ndan8zClk4E,13
fbfJHSPpUQD,202603,r5WWF9WDzoa,19
fbfJHSPpUQD,202603,Zp2Yi4j2AAH,14
fbfJHSPpUQD,202511,xMn4Wki9doK,37
fbfJHSPpUQD,202511,kRWIof0qPJj,6
fbfJHSPpUQD,202601,wNYYRm2c9EK,68
fbfJHSPpUQD,202601,bKiJzk8ZZbS,30
fbfJHSPpUQD,202604,nbMpoRiVRWd,16
fbfJHSPpUQD,202507,kFur7xPhpH9,20
fbfJHSPpUQD,202509,uczMdDZXdtl,30
fbfJHSPpUQD,202509,tBRDdxfKbMx,16
fbfJHSPpUQD,202508,wGsBlwh6Zzt,15
fbfJHSPpUQD,202508,pJv8NJlJNhU,37
fbfJHSPpUQD,202509,JBhJiwqBCUa,31
fbfJHSPpUQD,202509,yvDKjcRRQsR,19
fbfJHSPpUQD,202604,Ioxjc2KBjWd,28
fbfJHSPpUQD,202506,agEKP19IUKI,19
fbfJHSPpUQD,202602,TWH05Rjz6oT,7
fbfJHSPpUQD,202507,PwgoRuWEDvJ,15
fbfJHSPpUQD,202510,QaeQJJCmnTS,11
fbfJHSPpUQD,202507,aXnGiQGhOAj,2
fbfJHSPpUQD,202512,PWqwcBdRGIH,50
fbfJHSPpUQD,202508,DQHGtTGOP6b,9
fbfJHSPpUQD,202506,vELbGdEphPd,246
fbfJHSPpUQD,202508,YvwYw7GilkP,17
fbfJHSPpUQD,202505,tEgxbwwrwUd,19
fbfJHSPpUQD,202510,E7IDb3nNiW7,9
fbfJHSPpUQD,202603,KR0jLuFOB3d,8
fbfJHSPpUQD,202601,zsqxu7ZZRpO,4
fbfJHSPpUQD,202602,EQc3n1juPFn,19
fbfJHSPpUQD,202601,N3tpEjZcPm9,17
fbfJHSPpUQD,202603,WZ8PTx8qQlE,10
fbfJHSPpUQD,202512,uczMdDZXdtl,23
fbfJHSPpUQD,202511,jhtj3eQa1pM,285
fbfJHSPpUQD,202505,gowgzHWc8FT,22
fbfJHSPpUQD,202509,dBD9OHJFN8u,10
fbfJHSPpUQD,202507,ueuQlqb8ccl,37
fbfJHSPpUQD,202603,TmCsvdJLHoX,30
fbfJHSPpUQD,202506,cUNdCErxl9g,8
fbfJHSPpUQD,202601,egjrZ1PHNtT,27
fbfJHSPpUQD,202601,wqbyzbQ78oI,21
fbfJHSPpUQD,202602,mMvt6zhCclb,9
fbfJHSPpUQD,202602,cUltUneFSan,9
fbfJHSPpUQD,202601,bPqP6eRfkyn,59
fbfJHSPpUQD,202601,DvzKyuC0G4w,23
fbfJHSPpUQD,202601,UqHuR4IYvTY,15
fbfJHSPpUQD,202603,VFF7f43dJv4,22
fbfJHSPpUQD,202511,n3MRjKtwr3O,14
fbfJHSPpUQD,202602,hHKKi9WNoBG,30
fbfJHSPpUQD,202507,sYJCxNdKHxR,13
fbfJHSPpUQD,202601,tO01bqIipeD,55
fbfJHSPpUQD,202601,X79FDd4EAgo,6
fbfJHSPpUQD,202508,al4GkB6X2X3,6
fbfJHSPpUQD,202604,YXdC9hjYPqQ,21
fbfJHSPpUQD,202511,fGp4OcovQpa,14
fbfJHSPpUQD,202507,oiSllOTiHNx,22
fbfJHSPpUQD,202507,VhRX5JDVo7R,151
fbfJHSPpUQD,202507,Zbp8TbiMKVc,4
fbfJHSPpUQD,202604,rNaQEFRINbd,12
fbfJHSPpUQD,202510,v2vi8UaIYlo,15
fbfJHSPpUQD,202506,PwoQgMJNWbR,10
fbfJHSPpUQD,202508,n3MRjKtwr3O,14
fbfJHSPpUQD,202510,Vh1fsWOYcv1,8
fbfJHSPpUQD,202510,sYJCxNdKHxR,19
fbfJHSPpUQD,202508,O1KFJmM6HUx,6
fbfJHSPpUQD,202507,v2vi8UaIYlo,18
fbfJHSPpUQD,202602,gfWvbbgdjoS,4
fbfJHSPpUQD,202506,er9S4CQ9QOn,9
fbfJHSPpUQD,202506,geVF87N7qTw,5
fbfJHSPpUQD,202505,F0uVXCVvOPO,20
fbfJHSPpUQD,202507,VjVYaKZ9t4K,15
fbfJHSPpUQD,202602,hTGeTrwzrPi,16
fbfJHSPpUQD,202507,CgunjDKbM45,20
fbfJHSPpUQD,202601,aRXfvyonenP,14
fbfJHSPpUQD,202508,fGp4OcovQpa,10
fbfJHSPpUQD,202602,bSj2UnYhTFb,23
fbfJHSPpUQD,202505,eCfxBe1lnxb,4
fbfJHSPpUQD,202506,EoIjKXqXxi2,9
fbfJHSPpUQD,202508,jhtj3eQa1pM,404
fbfJHSPpUQD,202602,TGRCfJEnXJr,13
fbfJHSPpUQD,202512,qHBTf9A89xW,41
fbfJHSPpUQD,202509,HQoxFu4lYPS,12
fbfJHSPpUQD,202510,kFur7xPhpH9,5
fbfJHSPpUQD,202511,wGsBlwh6Zzt,24
fbfJHSPpUQD,202602,ZpE2POxvl9P,10
fbfJHSPpUQD,202512,TmCsvdJLHoX,49
fbfJHSPpUQD,202602,R0CmUlFULXg,13
fbfJHSPpUQD,202603,H0OkaM4ReRK,12
fbfJHSPpUQD,202505,s5aXfzOL456,18
fbfJHSPpUQD,202506,IpA5FViU8tk,13
fbfJHSPpUQD,202604,TAN6Q7vjvuk,14
fbfJHSPpUQD,202505,OynYyQiFu82,29
fbfJHSPpUQD,202603,PWqwcBdRGIH,26
fbfJHSPpUQD,202601,oLuhRyYPxRO,19
fbfJHSPpUQD,202510,ueuQlqb8ccl,30
fbfJHSPpUQD,202511,rwfuVQHnZJ5,10
fbfJHSPpUQD,202603,dBD9OHJFN8u,15
fbfJHSPpUQD,202505,KwSj4DlRWAm,46
fbfJHSPpUQD,202604,wO4z5Aqo0hf,1
fbfJHSPpUQD,202602,IW3guWF3uvF,7
fbfJHSPpUQD,202602,QsAwd531Cpd,19
fbfJHSPpUQD,202506,U8tyWV7WmIB,7
fbfJHSPpUQD,202602,mGmu0GJ5neg,22
fbfJHSPpUQD,202505,EURoFVjowXs,65
fbfJHSPpUQD,202507,aRXfvyonenP,16
fbfJHSPpUQD,202505,NqTZjfTIsxC,35
fbfJHSPpUQD,202508,QBRQnWPRO3V,7
fbfJHSPpUQD,202509,PWqwcBdRGIH,35
fbfJHSPpUQD,202510,aXnGiQGhOAj,3
fbfJHSPpUQD,202512,OjTS752GbZE,10
fbfJHSPpUQD,202507,E7IDb3nNiW7,9
fbfJHSPpUQD,202604,n7wN9gMFfZ5,7
fbfJHSPpUQD,202511,al4GkB6X2X3,7
fbfJHSPpUQD,202602,DwlFKzDSuQU,8
fbfJHSPpUQD,202508,D6B4jrCpCwu,18
fbfJHSPpUQD,202604,NDqR2cWlVy3,2
fbfJHSPpUQD,202603,Ep5iWL1UKvF,21
fbfJHSPpUQD,202506,CFPrsD3dNeb,25
fbfJHSPpUQD,202511,n9HIySyR00g,25
fbfJHSPpUQD,202601,TJA0eGRoRpc,14
fbfJHSPpUQD,202506,UUgajyaViT7,28
fbfJHSPpUQD,202509,w3mBVfrWhXl,27
fbfJHSPpUQD,202508,KnU2XHRvyiX,21
fbfJHSPpUQD,202505,caif2tNAS0n,23
fbfJHSPpUQD,202505,UWhv0MQOqoB,8
fbfJHSPpUQD,202602,SIxGTeya5lN,10
fbfJHSPpUQD,202510,bPqP6eRfkyn,61
fbfJHSPpUQD,202603,AlG0apJE5cm,7
